Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,,,,,,"Nepal Stock Exchange Limited
Singhadurbar Plaza, Kathmandu, Nepal
Phone: 977-1-4250758, 4250735, Fax: 977-1-4262538
Email: info@nepalstock.com",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Market Capitalization by Sector (2024-7-16 to 2025-7-16) ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
S.N,BUSINESS DATE,COMMERCIAL BANKS,,,MANUFACTURING AND PROCESSING,,,HOTELS AND TOURISM,OTHERS,HYDRO POWER,TRADINGS,NON LIFE INSURANCE,,DEVELOPMENT BANKS,,FINANCE,MICROFINANCE,LIFE INSURANCE,,INVESTMENT,TOTAL,
199,2025-06-02,864995.25,,,65900.8,,,0,155725.2,186425.19,0,,172280.12,147689.1,,19694.83,171996.05,109744.65,166279.2,,2060730.39,
200,2025-06-03,845702.21,,,65592.19,,,0,155217.6,184935.81,0,,170818.42,145904.91,,19554.8,169918,108824.45,162700.39,,2029168.78,
201,2025-06-04,839827.37,,,65287.47,,,0,154872,184728.71,0,,169334.29,145274.21,,19404.76,168721.6,107625.6,162495.44,,2017571.45,
202,2025-06-05,836468.68,,,64971.4,,,0,153966.6,191574.88,0,,169866.55,144371.52,,19436.3,167596.06,107146.78,162721.83,,2018120.6,
203,2025-06-08,827367.17,,,64804.42,,,0,152863.2,196399.34,0,,169094.7,144018.4,,19330.24,166777.43,106353.83,161920.66,,2008929.39,
204,2025-06-09,832287.29,,,65087.69,,,0,150892.2,201230.77,0,,169186.04,144780.5,,19378.13,167440.66,106126.08,163438.4,,2019847.76,
205,2025-06-10,839920.02,,,65250.61,,,0,156234.6,202003.38,0,,170936.42,146189.27,,20139.29,168520.55,107521.42,165749.1,,2042464.66,
206,2025-06-11,836803.11,,,64997.67,,,0,153714.6,210098.96,0,,170153.99,145257.01,,19815.32,168714.3,106311.97,163523.15,,2039390.08,
207,2025-06-12,831101.22,,,64807.72,,,0,153892.8,210250.88,0,,169651.99,144614.43,,19883.41,167921.56,105859.01,162480.61,,2030463.63,
208,2025-06-15,827809.69,,,65275.4,,,0,152722.8,214468.12,0,,169620.46,144502.98,,19818.87,167410.98,105036.75,161419.08,,2028085.13,
209,2025-06-16,831189.28,,,65018.45,,,0,152992.8,209677.16,0,,170253.48,144081.33,,19673.63,167806.13,105512.71,160748.67,,2026953.64,
210,2025-06-17,827485.96,,,64801.94,,,0,152476.2,212052.82,0,,169884.6,143770.14,,19647.44,169602.3,105045.11,159157.89,,2023924.4,
211,2025-06-18,826664.35,,,64777.69,,,0,152028,213937.65,0,,168945.54,143681.52,,19602.31,168948.82,105565.74,159845.44,,2023997.06,
212,2025-06-19,822806.95,,,64526.29,,,0,151495.2,210296.6,0,,168604.38,142950.73,,19469.4,167429.32,105081.96,157846.18,,2010507.01,
213,2025-06-22,816124.03,,,64040.77,,,0,150904.8,202461.92,0,,167288.63,141518.81,,19252.27,165991.51,104014.13,154844.96,,1986441.83,
214,2025-06-23,817326.56,,,63894.26,,,0,151671.6,204648.02,0,,166630.77,141479.02,,19385.9,165747.61,104111.73,155886.77,,1990782.24,
215,2025-06-24,821075.13,,,63790.21,,,0,151293.6,202006.26,0,,166292.54,140999.18,,19238.45,166540.48,103628.45,156372.93,,1991237.23,
216,2025-06-25,820439.71,,,63657.32,,,0,151759.8,204252.04,0,,166162.88,141041.38,,19172.49,166012.11,103527.96,154958.11,,1990983.8,
217,2025-06-26,819606.62,,,63518.97,,,0,151178.4,202697.02,0,,165503.83,140863.2,,19073.55,166348.15,103138.39,153623.58,,1985551.71,
218,2025-06-29,834776.43,,,63604.28,,,0,151286.4,201949.88,0,,166559.71,141992.41,,19273.63,168932.95,104227.75,153974.23,,2006577.67,
219,2025-06-30,838384.05,,,64271.21,,,0,150901.2,203188.08,0,,167617.34,143054.14,,19299.04,169753.11,104448.87,154412.94,,2015329.98,
220,2025-07-01,847999.63,,,64347.82,,,0,151223.4,205896.51,0,,169757.53,144823.12,,19429.13,172934.68,105872.24,160742.72,,2043026.78,
221,2025-07-02,858576.15,,,64820.78,,,0,152935.2,204086.98,0,,175067.32,146795.19,,19702.11,174436.95,109894.2,161418.85,,2067733.73,
222,2025-07-03,863039.08,,,65253.99,,,0,152285.4,201470.36,0,,179604.53,149262.8,,20266.59,173822.88,112739.65,159789.48,,2077534.76,
223,2025-07-06,864897.58,,,65968.92,,,0,153223.2,199011.13,0,,178278.05,147678.8,,20669.94,174265.96,110174.79,160336.95,,2074505.32,
224,2025-07-07,857646.01,,,65232.92,,,0,152778.6,196700.71,0,,176774.27,146067.97,,19974.19,172600.12,108634.74,159616.24,,2056025.77,
225,2025-07-08,854648.85,,,65217.87,,,0,152105.4,200465.1,0,,175803.5,146270.13,,20164.68,172722.61,108763.02,160066.66,,2056227.82,
226,2025-07-09,868556.65,,,65660.23,,,0,152379,201686.93,0,,175918.23,147460.26,,20121.29,173962.27,109123.21,162672.87,,2077540.94,
227,2025-07-10,894256.87,,,66218.69,,,0,153594,200784.09,0,,176336.41,150437.42,,20242.82,176421.18,109297.48,163750.68,,2111339.64,
228,2025-07-13,925544.35,,,66686.9,,,0,154612.8,198691.09,0,,175820.02,153821.59,,20624.5,183644.07,109641.03,163258.15,,2152344.5,
229,2025-07-14,904893.53,,,66304.38,,,0,155259,199778.85,0,,174404.63,150944.98,,20262.68,181602.69,107983.08,160334.39,,2121768.21,
230,2025-07-15,920609.98,,,66420.92,,,0,157352.4,205152.74,0,,175569.48,152808.01,,20562.35,184014.6,108526.04,162266.74,,2153283.26,
231,2025-07-16,937058.4,,,67199.95,,,0,157908.6,208593.85,0,,179392.24,158595.92,,20675.37,187686.25,109395.83,161969.84,,2188476.25,
,,,,,,,,,,,,,,,,,,,,,,
2025-07-17 11:27:01.421000,,,,Page 1 of,,,,,,,,,,,,,,,,,,1.0
