.,"Nepal Stock Exchange Limited
Singhadurbar Plaza, Kathmandu, Nepal
Phone: 977-1-4250758, 4250735, Fax: 977-1-4262538
Email: info@nepalstock.com",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,Float Index (2022-7-17 to 2023-7-16),,,,
,,,,,
S.N.,Date,Float Market Capitalization (In Million),Float Index,Sen. Float Market Capitalization (In Million),Sensitive Float Index
1,2022-07-17,1030800.030000,139.3054,419378.070000,126.3986
2,2022-07-18,1039454.630000,140.4641,423269.630000,127.5471
3,2022-07-19,1049420.240000,141.8107,428475.450000,129.1158
4,2022-07-20,1049889.810000,141.8742,428509.890000,129.1261
5,2022-07-21,1046593.570000,141.4225,426755.210000,128.6298
6,2022-07-22,1035923.410000,139.5291,420469.620000,126.7352
7,2022-07-24,1062798.690000,143.6122,434712.740000,131.0283
8,2022-07-25,1093856.890000,147.8090,448074.180000,135.0556
9,2022-07-26,1070075.050000,144.5954,437056.530000,131.7347
10,2022-07-27,1081285.430000,146.1102,441830.020000,133.1735
11,2022-07-28,1092939.070000,147.2196,445133.350000,134.1692
12,2022-07-29,1094309.610000,135.6722,448073.920000,135.0555
13,2022-07-31,1123220.740000,151.7768,460825.290000,138.8989
14,2022-08-01,1123206.170000,151.7748,461303.560000,139.0431
15,2022-08-02,1122453.520000,151.6731,461747.480000,139.1769
16,2022-08-03,1279277.320000,150.7762,459785.520000,138.5855
17,2022-08-04,1254486.070000,148.2800,450785.890000,135.8729
18,2022-08-05,1234816.980000,145.4549,442488.110000,133.3719
19,2022-08-07,1238840.340000,145.9288,445795.050000,134.3686
20,2022-08-08,1227798.430000,144.5617,442514.900000,133.2099
21,2022-08-09,1203269.830000,141.6657,433373.900000,130.4377
22,2022-08-10,1199622.650000,141.2617,431113.360000,129.7377
23,2022-08-11,1192655.610000,140.4413,427847.330000,128.7327
24,2022-08-14,1177452.340000,138.6510,421995.330000,126.9808
25,2022-08-15,1206548.520000,142.1129,433267.260000,130.4624
26,2022-08-16,1194370.740000,140.6785,429419.940000,129.3086
27,2022-08-17,1199079.430000,140.5468,429517.920000,129.3322
28,2022-08-18,1214465.280000,142.3502,435181.730000,131.0208
29,2022-08-21,1212516.890000,142.1218,435536.230000,131.1400
30,2022-08-22,1208101.840000,141.6043,433689.160000,130.5842
31,2022-08-23,1209000.430000,141.7097,433655.350000,130.5760
32,2022-08-24,1210226.500000,141.8534,433841.350000,130.6301
33,2022-08-25,1201251.560000,140.8014,430274.400000,129.5577
34,2022-08-26,1192150.090000,139.5812,426188.300000,128.3306
35,2022-08-28,1172169.770000,137.3652,418102.660000,125.9046
36,2022-08-29,1174161.940000,137.5986,420577.220000,126.6531
37,2022-08-30,1173526.810000,137.5242,420460.370000,126.6204
38,2022-08-31,1161937.640000,136.1633,414823.670000,124.9284
39,2022-09-01,1162955.740000,136.2826,415574.520000,125.1520
40,2022-09-02,1161519.530000,136.2985,414700.050000,124.8899
41,2022-09-04,1164581.900000,136.7341,416854.600000,125.5370
42,2022-09-05,1161519.700000,136.3746,415486.730000,125.1258
